timestamp,class_id,true_positives,false_negatives,precision,avg_confidence
5.789152,2,1,0,0.801585807800293,0.5544648170471191
6.16324,2,2,0,0.7874307518005372,0.47403836250305176
6.221754,2,2,0,0.7874307518005372,0.47403836250305176
6.301742,2,2,0,0.7874307518005372,0.47403836250305176
6.345556,2,2,0,0.7874307518005372,0.47403836250305176
6.39945,2,1,0,0.7883246665000916,0.47911742329597473
6.45319,2,1,0,0.7883246665000916,0.47911742329597473
6.497673,2,1,0,0.7883246665000916,0.47911742329597473
6.754559,2,1,0,0.7883246665000916,0.47911742329597473
6.830564,2,1,0,0.7888267693519593,0.48197028040885925
7.089133,2,1,0,0.7888267693519593,0.48197028040885925
7.177746,2,1,0,0.7888267693519593,0.48197028040885925
7.451408,2,1,0,0.8108724288940431,0.6072297096252441
7.535781,2,1,0,0.8108724288940431,0.6072297096252441
7.814394,2,1,0,0.8169445657730102,0.6417304873466492
7.92793,2,1,0,0.8169445657730102,0.6417304873466492
8.214357,2,1,0,0.8085971202850343,0.5943018198013306
8.285391,2,1,0,0.8085971202850343,0.5943018198013306
8.604421,2,1,0,0.7966005096435548,0.5261392593383789
8.72241,2,1,0,0.7966005096435548,0.5261392593383789
9.049102,2,1,0,0.8028680725097657,0.5617504119873047
9.126252,2,1,0,0.8028680725097657,0.5617504119873047
9.3953,2,1,0,0.8041323356628419,0.5689337253570557
9.466326,2,1,0,0.8041323356628419,0.5689337253570557
9.734937,2,1,0,0.7940360326766968,0.5115683674812317
9.798465,2,1,0,0.7940360326766968,0.5115683674812317
10.139347,2,1,0,0.8173963565826416,0.6442974805831909
10.266651,2,1,0,0.8173963565826416,0.6442974805831909
10.578124,2,1,0,0.8014684514999391,0.5537980198860168
10.656881,2,1,0,0.8014684514999391,0.5537980198860168
10.943443,2,1,0,0.8070170011520387,0.5853238701820374
11.805004,2,1,0,0.7805230164527893,0.43478986620903015
11.878352,2,1,0,0.7805230164527893,0.43478986620903015
12.548203,2,1,0,0.7746576037406921,0.40146365761756897
12.631735,2,1,0,0.7746576037406921,0.40146365761756897
12.929831,2,1,0,0.7883430457115174,0.4792218506336212
14.497804,2,1,0,0.7944352560043336,0.513836681842804
14.622231,2,1,0,0.7944352560043336,0.513836681842804
15.034681,2,1,0,0.7786447229385376,0.4241177439689636
15.316483,2,1,0,0.7756096878051758,0.4068732261657715
16.093955,2,1,0,0.7921057434082032,0.5006008148193359
16.174004,2,1,0,0.7921057434082032,0.5006008148193359
17.4045,2,1,0,0.8003920087814331,0.5476818680763245
17.707205,2,1,0,0.8003920087814331,0.5476818680763245
17.793988,2,1,0,0.801156928062439,0.5520280003547668
18.06503,2,1,0,0.8058876657485962,0.5789071917533875
18.135039,2,1,0,0.8058876657485962,0.5789071917533875
18.42846,2,1,0,0.7776839580535889,0.4186588525772095
18.505553,2,1,0,0.7776839580535889,0.4186588525772095
19.359624,2,1,0,0.8008698892593383,0.5503970980644226
19.492954,2,1,0,0.8008698892593383,0.5503970980644226
19.789383,2,1,0,0.7794179453849793,0.4285110533237457
20.03659,2,1,0,0.7923238182067871,0.5018398761749268
20.757433,2,1,0,0.7720210523605346,0.38648325204849243
20.846399,2,1,0,0.8034920845031739,0.565295934677124
21.136441,2,1,0,0.7934439430236817,0.5082042217254639
21.222032,2,1,0,0.7934439430236817,0.5082042217254639
22.424127,2,1,0,0.7993196678161621,0.5415890216827393
22.495647,2,1,0,0.7922141304016114,0.5012166500091553
22.834439,2,1,0,0.7922141304016114,0.5012166500091553
23.301153,2,1,0,0.7909769849777223,0.4941874146461487
23.392602,2,1,0,0.7909769849777223,0.4941874146461487
23.767418,2,1,0,0.7845208725929261,0.4575049579143524
23.912022,2,1,0,0.7845208725929261,0.4575049579143524
24.294785,2,1,0,0.8167811670303345,0.6408020853996277
24.38633,2,1,0,0.8167811670303345,0.6408020853996277
24.810052,2,1,0,0.7886220226287842,0.48080694675445557
25.112166,2,1,0,0.8032313556671142,0.5638145208358765
25.203841,2,1,0,0.8032313556671142,0.5638145208358765
25.471399,2,1,0,0.7907063741683961,0.4926498532295227
25.59364,2,1,0,0.7907063741683961,0.4926498532295227
25.873647,2,1,0,0.8171674032211304,0.642996609210968
25.984749,2,1,0,0.8171674032211304,0.642996609210968
26.324184,2,1,0,0.8141038026809693,0.6255897879600525
26.429475,2,1,0,0.8141038026809693,0.6255897879600525
26.783872,2,1,0,0.8088237972259522,0.5955897569656372
26.860168,2,1,0,0.8082729768753052,0.5924600958824158
27.177047,2,1,0,0.818399775505066,0.6499987244606018
27.399131,2,1,0,0.8284473400115968,0.7070871591567993
27.732379,2,1,0,0.8247573671340943,0.68612140417099
27.817497,2,1,0,0.8247573671340943,0.68612140417099
28.120451,2,1,0,0.8073104391098023,0.5869911313056946
28.207961,2,1,0,0.79089759349823,0.4937363266944885
28.517704,2,1,0,0.7786532988548279,0.4241664707660675
28.775796,2,1,0,0.7786532988548279,0.4241664707660675
29.60519,2,1,0,0.8089188194274902,0.5961296558380127
29.674514,2,1,0,0.7902127265930176,0.48984503746032715
29.989291,2,1,0,0.8034251346588135,0.5649155378341675
30.231372,2,1,0,0.8267678766250611,0.6975447535514832
30.600399,2,1,0,0.8267678766250611,0.6975447535514832
30.814807,2,1,0,0.8175729522705079,0.6453008651733398
31.176174,2,1,0,0.8220988435745239,0.6710161566734314
31.421748,2,1,0,0.8176177883148193,0.6455556154251099
31.876482,2,1,0,0.8214211311340333,0.6671655178070068
32.219784,2,1,0,0.7938917579650879,0.5107486248016357
