timestamp,sign_id,class_id,confidence,box_x,box_y,box_width,box_height,response_delay,response_type,vehicle_speed,control_value
7.155717,no_sign_matched,-1,0.0,,,,,0.0,coasting,0.0020136439707130194,0.038834351985797426
7.524995,no_sign_matched,-1,0.0,,,,,0.0,coasting,0.021137604489922523,0.0
9.80338,no_sign_matched,-1,0.0,,,,,0.0,steering,0.027118142694234848,1.0
10.09031,no_sign_matched,-1,0.0,,,,,0.0,steering,0.031229496002197266,-0.9835737349235658
10.194497,no_sign_matched,-1,0.0,,,,,0.0,steering,0.038379207253456116,-0.9436728515858709
10.926976,no_sign_matched,-1,0.0,,,,,0.0,coasting,0.24912473559379578,0.030801574507668295
12.121886,no_sign_matched,-1,0.0,,,,,0.0,coasting,0.5213528871536255,0.04862314528730477
230.663697,sign_11_0,11,0.6507135033607483,359,223,12,13,,,,
230.663697,sign_11_0,11,0.6507135033607483,,,,,0.0,none,4.1768035888671875,-0.00029106250180501136
230.764913,sign_11_1,11,0.6293344497680664,360,222,11,13,,,,
230.764913,sign_11_1,11,0.6293344497680664,,,,,0.0,none,4.146105766296387,-0.0002184696072525963
233.00136,sign_11_2,11,0.449429452419281,362,221,13,14,,,,
233.00136,sign_11_2,11,0.449429452419281,,,,,0.0,none,3.862360715866089,-0.0003006490742669981
233.430846,sign_11_3,11,0.5880893468856812,364,221,14,15,,,,
233.430846,sign_11_3,11,0.5880893468856812,,,,,0.0,none,3.798604965209961,-0.0003041083751692428
233.820846,sign_11_4,11,0.6412365436553955,364,221,14,14,,,,
233.820846,sign_11_4,11,0.6412365436553955,,,,,0.0,none,3.73602032661438,-0.00030863606652897796
233.934177,sign_11_5,11,0.6830533146858215,364,221,15,14,,,,
233.934177,sign_11_5,11,0.6830533146858215,,,,,0.0,none,3.719482421875,-0.0003240056289116584
234.235641,sign_11_6,11,0.6776536107063293,365,220,14,14,,,,
234.235641,sign_11_6,11,0.6776536107063293,,,,,0.0,none,3.7193243503570557,-0.00040246240043502327
234.347654,sign_11_7,11,0.7864367961883545,366,220,14,15,,,,
234.347654,sign_11_7,11,0.7864367961883545,,,,,0.0,none,3.7284305095672607,-0.00032652452526936616
234.678557,sign_11_8,11,0.742020845413208,365,220,14,15,,,,
234.678557,sign_11_8,11,0.742020845413208,,,,,0.0,none,3.741959810256958,-0.0004036394002516827
234.768331,sign_11_9,11,0.7306854724884033,366,220,14,15,,,,
234.768331,sign_11_9,11,0.7306854724884033,,,,,0.0,none,3.7576189041137695,-0.0003282677501646611
235.077384,sign_11_10,11,0.5261062383651733,366,220,14,15,,,,
235.077384,sign_11_10,11,0.5261062383651733,,,,,0.0,none,3.7745134830474854,-0.000404917073240951
235.339836,sign_11_11,11,0.6776371598243713,368,220,14,15,,,,
235.339836,sign_11_11,11,0.6776371598243713,,,,,0.0,none,3.7916531562805176,-0.00042272165893947355
235.745409,sign_11_12,11,0.5596997141838074,368,220,15,16,,,,
235.745409,sign_11_12,11,0.5596997141838074,,,,,0.0,none,3.828453302383423,-0.027722071843206905
238.058809,sign_11_13,11,0.6928461790084839,377,219,15,17,,,,
238.058809,sign_11_13,11,0.6928461790084839,,,,,0.0,none,3.938011407852173,-0.025671628747285947
239.256174,sign_11_14,11,0.7600572109222412,382,218,17,16,,,,
239.256174,sign_11_14,11,0.7600572109222412,,,,,0.0,none,3.803300142288208,-0.02748395472035633
239.343234,sign_11_15,11,0.6729148626327515,384,218,16,16,,,,
239.343234,sign_11_15,11,0.6729148626327515,,,,,0.0,none,3.7787024974823,-0.007292305459379362
239.639222,sign_11_16,11,0.6559953093528748,385,218,17,18,,,,
239.639222,sign_11_16,11,0.6559953093528748,,,,,0.0,none,3.7539491653442383,-0.008544449119074524
239.751723,sign_11_17,11,0.7117340564727783,386,217,17,18,,,,
239.751723,sign_11_17,11,0.7117340564727783,,,,,0.0,none,3.7287862300872803,-0.0069369690533874215
240.09638,sign_11_18,11,0.7090502381324768,387,216,17,18,,,,
240.09638,sign_11_18,11,0.7090502381324768,,,,,0.0,none,3.70285964012146,-0.00831785716330692
240.346393,sign_11_19,11,0.6130836009979248,388,216,19,18,,,,
240.346393,sign_11_19,11,0.6130836009979248,,,,,0.0,none,3.6774473190307617,-0.027609866466927143
240.663895,sign_11_20,11,0.5774208903312683,389,216,19,19,,,,
240.663895,sign_11_20,11,0.5774208903312683,,,,,0.0,none,3.650892972946167,-0.007442238596553026
240.749423,sign_11_21,11,0.7783926129341125,390,215,18,20,,,,
240.749423,sign_11_21,11,0.7783926129341125,,,,,0.0,none,3.62473201751709,-0.007629540924885684
241.045725,sign_11_22,11,0.767590343952179,391,215,19,20,,,,
241.045725,sign_11_22,11,0.767590343952179,,,,,0.0,none,3.5977883338928223,-0.007293847565510667
241.1212,sign_11_23,11,0.7145205140113831,392,215,19,20,,,,
241.1212,sign_11_23,11,0.7145205140113831,,,,,0.0,none,3.5706114768981934,-0.028336535949110345
241.445079,sign_11_24,11,0.7176452279090881,394,215,19,19,,,,
241.445079,sign_11_24,11,0.7176452279090881,,,,,0.0,none,3.542436361312866,-0.006428983634263804
241.515751,sign_11_25,11,0.7255383133888245,394,214,19,19,,,,
241.515751,sign_11_25,11,0.7255383133888245,,,,,0.0,none,3.51505446434021,-0.006598867367425622
241.825009,sign_11_26,11,0.6844772100448608,395,214,20,20,,,,
241.825009,sign_11_26,11,0.6844772100448608,,,,,0.0,none,3.487058401107788,-0.027192767478501273
241.945087,sign_11_27,11,0.6268202066421509,396,213,19,20,,,,
