timestamp,frame_time,detection_time,num_detections,class_distribution,avg_confidence
6.013406,6.013406753540039,0.242936372756958,1,{2: 1},0.4740573465824127
9.574621,0.38178086280822754,0.040196895599365234,1,{2: 1},0.5639570951461792
9.654017,0.07939624786376953,0.0057220458984375,1,{2: 1},0.5639570951461792
9.916764,0.26274728775024414,0.03668069839477539,1,{2: 1},0.4376240074634552
9.991458,0.07469367980957031,0.006008625030517578,1,{2: 1},0.4376240074634552
10.277082,0.28562402725219727,0.03852581977844238,1,{2: 1},0.45804616808891296
10.362084,0.08500194549560547,0.006947994232177734,1,{2: 1},0.45804616808891296
10.612433,0.2503495216369629,0.03710198402404785,1,{2: 1},0.5446902513504028
10.712115,0.09968161582946777,0.00500798225402832,1,{2: 1},0.5446902513504028
16.888218,0.27785491943359375,0.04131817817687988,1,{2: 1},0.39109405875205994
16.951899,0.06368160247802734,0.0072824954986572266,1,{2: 1},0.39109405875205994
17.229556,0.27765631675720215,0.03799629211425781,1,{2: 1},0.493074893951416
17.295972,0.06641674041748047,0.005999565124511719,1,{2: 1},0.493074893951416
17.601398,0.30542564392089844,0.036073923110961914,1,{2: 1},0.5960379838943481
17.822154,0.22075581550598145,0.007002830505371094,1,{2: 1},0.5960379838943481
18.111074,0.28891968727111816,0.038236379623413086,1,{2: 1},0.35879459977149963
18.222982,0.111907958984375,0.0071828365325927734,1,{2: 1},0.35879459977149963
18.505397,0.28241586685180664,0.07421517372131348,1,{2: 1},0.3200516700744629
18.571663,0.06626534461975098,0.0897371768951416,1,{2: 1},0.37526366114616394
18.862946,0.29128289222717285,0.21505403518676758,1,{2: 1},0.44839605689048767
18.97117,0.10822486877441406,0.08827424049377441,1,{2: 1},0.530068576335907
19.282251,0.3110809326171875,0.007252216339111328,1,{2: 1},0.530068576335907
19.35294,0.07068896293640137,0.09592103958129883,1,{2: 1},0.5337845683097839
19.666127,0.3131864070892334,0.056150197982788086,1,{2: 1},0.47990331053733826
19.739835,0.07370781898498535,0.008519649505615234,1,{2: 1},0.47990331053733826
20.024106,0.284271240234375,0.04150652885437012,1,{2: 1},0.5915543437004089
20.094822,0.0697164535522461,0.13503766059875488,1,{2: 1},0.5915543437004089
20.39754,0.30371761322021484,0.04830288887023926,1,{2: 1},0.5455167293548584
20.536798,0.13925766944885254,0.008239269256591797,1,{2: 1},0.5455167293548584
20.800989,0.2641911506652832,0.042810916900634766,1,{2: 1},0.6145984530448914
20.906783,0.10579442977905273,0.0935661792755127,1,{2: 1},0.6145984530448914
21.243617,0.33683347702026367,0.11793923377990723,1,{2: 1},0.34088194370269775
21.342329,0.09871220588684082,0.008354425430297852,1,{2: 1},0.34088194370269775
21.604498,0.26216936111450195,0.11800146102905273,1,{2: 1},0.4328346252441406
21.673271,0.06877255439758301,0.14339447021484375,1,{2: 1},0.4328346252441406
22.351706,0.28247880935668945,0.04051995277404785,1,{2: 1},0.28122687339782715
22.441957,0.09025168418884277,0.11964130401611328,1,{2: 1},0.28122687339782715
23.971842,0.26898908615112305,0.13794684410095215,1,{2: 1},0.31442806124687195
24.041237,0.06939482688903809,0.16102385520935059,1,{2: 1},0.5252822637557983
24.310361,0.26912379264831543,0.05191493034362793,1,{2: 1},0.3477094769477844
24.387275,0.07691454887390137,0.007514238357543945,1,{2: 1},0.3477094769477844
24.649051,0.2617759704589844,0.040251970291137695,1,{2: 1},0.3174285292625427
24.724131,0.07507991790771484,0.007001399993896484,1,{2: 1},0.3174285292625427
25.016224,0.29209256172180176,0.03792572021484375,1,{2: 1},0.3186126947402954
25.116519,0.1002953052520752,0.008998394012451172,1,{2: 1},0.3186126947402954
25.421377,0.3048574924468994,0.04408431053161621,1,{2: 1},0.3578146696090698
25.582417,0.1610407829284668,0.1312265396118164,1,{2: 1},0.3578146696090698
25.891612,0.30919504165649414,0.05484509468078613,1,{2: 1},0.411493718624115
25.983323,0.09171104431152344,0.007180690765380859,1,{2: 1},0.411493718624115
26.283934,0.3006100654602051,0.16904783248901367,1,{2: 1},0.39066991209983826
26.373599,0.08966588973999023,0.12214255332946777,1,{2: 1},0.39066991209983826
27.899381,0.13710975646972656,0.15576529502868652,1,{2: 1},0.29450079798698425
28.2358,0.33641982078552246,0.0511624813079834,1,{2: 1},0.3401148021221161
28.331192,0.09539198875427246,0.147385835647583,1,{2: 1},0.3023832440376282
28.642628,0.3114356994628906,0.2942485809326172,1,{2: 1},0.38179245591163635
28.779676,0.13704776763916016,0.06416654586791992,1,{2: 1},0.4372914433479309
29.062433,0.2827568054199219,0.04538416862487793,1,{2: 1},0.4372914433479309
29.297752,0.2353196144104004,0.15259170532226562,1,{2: 1},0.28566181659698486
29.629362,0.33160972595214844,0.14323210716247559,1,{2: 1},0.40260452032089233
29.721235,0.0918731689453125,0.006183147430419922,1,{2: 1},0.40260452032089233
31.663956,0.3029007911682129,0.046120643615722656,1,{2: 1},0.4028488099575043
31.808488,0.1445319652557373,0.007176399230957031,1,{2: 1},0.4028488099575043
32.339703,0.23328590393066406,0.142744779586792,1,{2: 1},0.6363906264305115
