timestamp,sign_id,class_id,confidence,box_x,box_y,box_width,box_height,response_delay,response_type,vehicle_speed,control_value
7.52103,no_sign_matched,-1,0.0,,,,,0.0,coasting,0.0020136439707130194,0.038834351985797426
7.858398,no_sign_matched,-1,0.0,,,,,0.0,coasting,0.021137604489922523,0.0
10.033815,no_sign_matched,-1,0.0,,,,,0.0,steering,0.027118142694234848,1.0
10.316266,no_sign_matched,-1,0.0,,,,,0.0,steering,0.031229496002197266,-0.9835737349235658
10.40231,no_sign_matched,-1,0.0,,,,,0.0,steering,0.038379207253456116,-0.9436728515858709
11.116953,no_sign_matched,-1,0.0,,,,,0.0,coasting,0.24912473559379578,0.030801574507668295
12.156624,no_sign_matched,-1,0.0,,,,,0.0,coasting,0.5213528871536255,0.04862314528730477
199.25378,sign_11_0,11,0.8466513752937317,360,222,11,14,,,,
199.25378,sign_11_0,11,0.8466513752937317,,,,,0.0,none,4.11476469039917,-0.0002843524271036724
199.325487,sign_11_1,11,0.6167183518409729,360,222,11,13,,,,
199.325487,sign_11_1,11,0.6167183518409729,,,,,0.0,none,4.084019660949707,-0.0002989116525027273
202.087794,sign_11_2,11,0.7756443023681641,364,220,15,15,,,,
202.087794,sign_11_2,11,0.7756443023681641,,,,,0.0,none,3.7193243503570557,-0.00040246240043502327
202.243714,sign_11_3,11,0.7799220085144043,365,220,14,15,,,,
202.243714,sign_11_3,11,0.7799220085144043,,,,,0.0,none,3.7284305095672607,-0.00032652452526936616
202.536712,sign_11_4,11,0.6630739569664001,365,220,15,15,,,,
202.536712,sign_11_4,11,0.6630739569664001,,,,,0.0,none,3.741959810256958,-0.0004036394002516827
202.627289,sign_11_5,11,0.6504358053207397,365,220,15,16,,,,
202.627289,sign_11_5,11,0.6504358053207397,,,,,0.0,none,3.7576189041137695,-0.0003282677501646611
202.900334,sign_11_6,11,0.6480129361152649,366,220,14,15,,,,
202.900334,sign_11_6,11,0.6480129361152649,,,,,0.0,none,3.7745134830474854,-0.000404917073240951
202.976643,sign_11_7,11,0.42258960008621216,366,220,15,15,,,,
202.976643,sign_11_7,11,0.42258960008621216,,,,,0.0,none,3.7916531562805176,-0.00042272165893947355
203.26473,sign_11_8,11,0.7397609353065491,368,220,14,15,,,,
203.26473,sign_11_8,11,0.7397609353065491,,,,,0.0,none,3.8098666667938232,-0.00040462909476521016
203.352244,sign_11_9,11,0.7178105115890503,368,220,14,15,,,,
203.352244,sign_11_9,11,0.7178105115890503,,,,,0.0,none,3.828453302383423,-0.027722071843206905
203.615568,sign_11_10,11,0.6119077801704407,368,220,14,15,,,,
203.615568,sign_11_10,11,0.6119077801704407,,,,,0.0,none,3.8474388122558594,-0.028976824999604796
204.45522,sign_11_11,11,0.5910332202911377,370,220,15,16,,,,
204.45522,sign_11_11,11,0.5910332202911377,,,,,0.0,none,3.9570350646972656,-0.010015531573503685
204.840428,sign_11_12,11,0.6471526026725769,371,220,15,15,,,,
204.840428,sign_11_12,11,0.6471526026725769,,,,,0.0,none,3.9830381870269775,-0.009728879224364306
205.123035,sign_11_13,11,0.7135056853294373,373,220,16,16,,,,
205.123035,sign_11_13,11,0.7135056853294373,,,,,0.0,none,3.9742705821990967,-0.009312750248379511
207.033953,sign_11_14,11,0.7227922677993774,384,217,16,18,,,,
207.033953,sign_11_14,11,0.7227922677993774,,,,,0.0,none,3.7539491653442383,-0.008544449119074524
207.11155,sign_11_15,11,0.7173439860343933,385,218,16,17,,,,
207.11155,sign_11_15,11,0.7173439860343933,,,,,0.0,none,3.7287862300872803,-0.0069369690533874215
207.435067,sign_11_16,11,0.8009892106056213,386,217,17,18,,,,
207.435067,sign_11_16,11,0.8009892106056213,,,,,0.0,none,3.70285964012146,-0.00831785716330692
207.654468,sign_11_17,11,0.6677843928337097,387,217,17,18,,,,
207.654468,sign_11_17,11,0.6677843928337097,,,,,0.0,none,3.6774473190307617,-0.027609866466927143
207.94403,sign_11_18,11,0.5054347515106201,388,217,18,17,,,,
207.94403,sign_11_18,11,0.5054347515106201,,,,,0.0,none,3.650892972946167,-0.007442238596553026
208.038151,sign_11_19,11,0.7091366052627563,389,215,19,19,,,,
208.038151,sign_11_19,11,0.7091366052627563,,,,,0.0,none,3.62473201751709,-0.007629540924885684
208.343913,sign_11_20,11,0.6144305467605591,390,215,18,20,,,,
