timestamp,sign_id,class_id,confidence,box_x,box_y,box_width,box_height,response_delay,response_type,vehicle_speed,control_value
7.416051,no_sign_matched,-1,0.0,,,,,0.0,coasting,0.0020136439707130194,0.038834351985797426
7.77506,no_sign_matched,-1,0.0,,,,,0.0,coasting,0.021137604489922523,0.0
10.139553,no_sign_matched,-1,0.0,,,,,0.0,steering,0.027118142694234848,1.0
10.403767,no_sign_matched,-1,0.0,,,,,0.0,steering,0.031229496002197266,-0.9835737349235658
10.497408,no_sign_matched,-1,0.0,,,,,0.0,steering,0.038379207253456116,-0.9436728515858709
11.352706,no_sign_matched,-1,0.0,,,,,0.0,coasting,0.24912473559379578,0.030801574507668295
12.375028,no_sign_matched,-1,0.0,,,,,0.0,coasting,0.5213528871536255,0.04862314528730477
44.108727,sign_13_0,13,0.4302043914794922,27,265,48,19,,,,
44.108727,sign_13_0,13,0.4302043914794922,,,,,0.0,none,5.76624870300293,-0.024534875005855897
44.219685,sign_13_1,13,0.4302043914794922,27,265,48,19,,,,
44.219685,sign_13_1,13,0.4302043914794922,,,,,0.0,none,5.80178689956665,-0.005238825034342827
44.975759,sign_13_2,13,0.7604432702064514,2,268,58,25,,,,
44.975759,sign_13_2,13,0.7604432702064514,,,,,0.0,none,5.907961845397949,-0.0032896315488570435
45.215222,sign_13_3,13,0.7604432702064514,2,268,58,25,,,,
45.215222,sign_13_3,13,0.7604432702064514,,,,,0.0,none,5.941873073577881,-0.0035658785960931434
45.534118,sign_13_4,13,0.37597939372062683,0,269,50,22,,,,
45.534118,sign_13_4,13,0.37597939372062683,,,,,0.0,none,5.976212501525879,-0.0033313292125272073
45.78045,sign_13_5,13,0.5028626322746277,0,270,47,20,,,,
45.78045,sign_13_5,13,0.5028626322746277,,,,,0.0,none,6.009678363800049,-0.0035013657155221894
46.122143,sign_13_6,13,0.5028626322746277,0,270,47,20,,,,
46.122143,sign_13_6,13,0.5028626322746277,,,,,0.0,none,6.043579578399658,-0.003282729068848771
46.478169,sign_13_7,13,0.4091707766056061,0,272,29,23,,,,
46.478169,sign_13_7,13,0.4091707766056061,,,,,0.0,none,6.110560894012451,-0.004630253826274371
46.60854,sign_13_8,13,0.4050312936306,0,272,21,23,,,,
46.60854,sign_13_8,13,0.4050312936306,,,,,0.0,none,6.143213272094727,-0.003367310020713707
47.826438,sign_13_9,13,0.29576295614242554,35,265,63,20,,,,
47.826438,sign_13_9,13,0.29576295614242554,,,,,0.0,none,6.30532693862915,-0.0017856200323272556
48.980012,sign_13_10,13,0.6576671004295349,9,266,70,24,,,,
48.980012,sign_13_10,13,0.6576671004295349,,,,,0.0,none,6.432314872741699,-0.0017073575982785283
49.108476,sign_13_11,13,0.6576671004295349,9,266,70,24,,,,
49.108476,sign_13_11,13,0.6576671004295349,,,,,0.0,none,6.463445663452148,-0.0017567935727871408
51.235279,sign_13_12,13,0.7520399689674377,0,272,28,22,,,,
51.235279,sign_13_12,13,0.7520399689674377,,,,,0.0,none,6.681650161743164,-0.001993715284123581
51.476432,sign_13_13,13,0.7520399689674377,0,272,28,22,,,,
51.476432,sign_13_13,13,0.7520399689674377,,,,,0.0,none,6.711753845214844,-0.0014331844676645621
51.77512,sign_13_14,13,0.7520399689674377,0,272,28,22,,,,
51.77512,sign_13_14,13,0.7520399689674377,,,,,0.0,none,6.742796897888184,-0.0018747659696758151
51.983576,sign_13_15,13,0.5616329908370972,0,273,20,24,,,,
51.983576,sign_13_15,13,0.5616329908370972,,,,,0.0,none,6.772393703460693,-0.0002890583896339652
68.921261,sign_13_16,13,0.3988502025604248,83,262,36,17,,,,
68.921261,sign_13_16,13,0.3988502025604248,,,,,0.0,none,8.342000007629395,0.006719772491426119
71.28711,sign_13_17,13,0.4640935957431793,0,268,53,25,,,,
71.28711,sign_13_17,13,0.4640935957431793,,,,,0.0,none,8.349669456481934,0.008412407419589473
71.391775,sign_13_18,13,0.5419264435768127,0,269,44,24,,,,
71.391775,sign_13_18,13,0.5419264435768127,,,,,0.0,none,8.350105285644531,0.0059350264769734195
71.705435,sign_13_19,13,0.5419264435768127,0,269,44,24,,,,
71.705435,sign_13_19,13,0.5419264435768127,,,,,0.0,none,8.350475311279297,0.008637110254812704
72.264867,sign_13_20,13,0.577517032623291,139,257,22,12,,,,
