timestamp,sign_id,class_id,confidence,box_x,box_y,box_width,box_height,response_delay,response_type,vehicle_speed,control_value
6.669326,no_sign_matched,-1,0.0,,,,,0.0,coasting,0.0020136439707130194,0.038834351985797426
7.023577,no_sign_matched,-1,0.0,,,,,0.0,coasting,0.021137604489922523,0.0
9.404517,no_sign_matched,-1,0.0,,,,,0.0,steering,0.027118142694234848,1.0
9.791584,no_sign_matched,-1,0.0,,,,,0.0,steering,0.031229496002197266,-0.9835737349235658
9.869613,no_sign_matched,-1,0.0,,,,,0.0,steering,0.038379207253456116,-0.9436728515858709
10.759924,no_sign_matched,-1,0.0,,,,,0.0,coasting,0.24912473559379578,0.030801574507668295
11.8828,no_sign_matched,-1,0.0,,,,,0.0,coasting,0.5213528871536255,0.04862314528730477
271.212596,sign_11_0,11,0.5672287940979004,358,222,12,13,,,,
271.212596,sign_11_0,11,0.5672287940979004,,,,,0.0,none,4.1768035888671875,-0.00029106250180501136
271.308151,sign_11_1,11,0.6508827805519104,359,223,12,13,,,,
271.308151,sign_11_1,11,0.6508827805519104,,,,,0.0,none,4.146105766296387,-0.0002184696072525963
271.735849,sign_11_2,11,0.6292136311531067,360,222,11,13,,,,
271.735849,sign_11_2,11,0.6292136311531067,,,,,0.0,none,4.11476469039917,-0.0002843524271036724
273.907936,sign_11_3,11,0.4494363069534302,362,221,13,14,,,,
273.907936,sign_11_3,11,0.4494363069534302,,,,,0.0,none,3.83062744140625,-0.0003154434779418157
274.390425,sign_11_4,11,0.5880415439605713,364,221,14,15,,,,
274.390425,sign_11_4,11,0.5880415439605713,,,,,0.0,none,3.766852855682373,-0.0003195351992471737
274.864804,sign_11_5,11,0.6409736275672913,364,221,14,14,,,,
274.864804,sign_11_5,11,0.6409736275672913,,,,,0.0,none,3.719482421875,-0.0003240056289116584
275.232451,sign_11_6,11,0.6833142042160034,364,221,15,14,,,,
275.232451,sign_11_6,11,0.6833142042160034,,,,,0.0,none,3.7193243503570557,-0.00040246240043502327
275.349689,sign_11_7,11,0.6776954531669617,365,220,14,14,,,,
275.349689,sign_11_7,11,0.6776954531669617,,,,,0.0,none,3.7284305095672607,-0.00032652452526936616
275.737338,sign_11_8,11,0.7863750457763672,366,220,14,15,,,,
275.737338,sign_11_8,11,0.7863750457763672,,,,,0.0,none,3.741959810256958,-0.0004036394002516827
275.828341,sign_11_9,11,0.7421424388885498,365,220,14,15,,,,
275.828341,sign_11_9,11,0.7421424388885498,,,,,0.0,none,3.7576189041137695,-0.0003282677501646611
276.192438,sign_11_10,11,0.7308256030082703,366,220,14,15,,,,
276.192438,sign_11_10,11,0.7308256030082703,,,,,0.0,none,3.7745134830474854,-0.000404917073240951
276.472949,sign_11_11,11,0.5263620018959045,366,220,14,15,,,,
276.472949,sign_11_11,11,0.5263620018959045,,,,,0.0,none,3.7916531562805176,-0.00042272165893947355
276.861144,sign_11_12,11,0.6775377988815308,368,220,14,15,,,,
276.861144,sign_11_12,11,0.6775377988815308,,,,,0.0,none,3.8098666667938232,-0.00040462909476521016
277.493477,sign_11_13,11,0.5598851442337036,368,220,15,16,,,,
277.493477,sign_11_13,11,0.5598851442337036,,,,,0.0,none,3.8474388122558594,-0.028976824999604796
280.010407,sign_11_14,11,0.7099993824958801,374,219,16,17,,,,
280.010407,sign_11_14,11,0.7099993824958801,,,,,0.0,none,3.938011407852173,-0.025671628747285947
281.48497,sign_11_15,11,0.7603223323822021,382,218,17,16,,,,
281.48497,sign_11_15,11,0.7603223323822021,,,,,0.0,none,3.7787024974823,-0.007292305459379362
281.900868,sign_11_16,11,0.6714493036270142,384,218,16,16,,,,
281.900868,sign_11_16,11,0.6714493036270142,,,,,0.0,none,3.7539491653442383,-0.008544449119074524
282.174637,sign_11_17,11,0.6553958654403687,385,218,17,18,,,,
282.174637,sign_11_17,11,0.6553958654403687,,,,,0.0,none,3.7287862300872803,-0.0069369690533874215
282.548903,sign_11_18,11,0.7135193347930908,386,217,17,18,,,,
282.548903,sign_11_18,11,0.7135193347930908,,,,,0.0,none,3.70285964012146,-0.00831785716330692
282.84937,sign_11_19,11,0.7006842494010925,386,217,18,18,,,,
282.84937,sign_11_19,11,0.7006842494010925,,,,,0.0,none,3.6774473190307617,-0.027609866466927143
283.218261,sign_11_20,11,0.6128193736076355,388,216,19,18,,,,
283.218261,sign_11_20,11,0.6128193736076355,,,,,0.0,none,3.650892972946167,-0.007442238596553026
283.520327,sign_11_21,11,0.7268607020378113,388,216,20,19,,,,
283.520327,sign_11_21,11,0.7268607020378113,,,,,0.0,none,3.62473201751709,-0.007629540924885684
283.923445,sign_11_22,11,0.7789634466171265,390,215,18,20,,,,
283.923445,sign_11_22,11,0.7789634466171265,,,,,0.0,none,3.5977883338928223,-0.007293847565510667
284.199155,sign_11_23,11,0.7681202292442322,391,215,19,20,,,,
284.199155,sign_11_23,11,0.7681202292442322,,,,,0.0,none,3.5706114768981934,-0.028336535949110345
284.570588,sign_11_24,11,0.7137240171432495,392,215,19,20,,,,
284.570588,sign_11_24,11,0.7137240171432495,,,,,0.0,none,3.542436361312866,-0.006428983634263804
284.699617,sign_11_25,11,0.7179129123687744,394,215,19,19,,,,
284.699617,sign_11_25,11,0.7179129123687744,,,,,0.0,none,3.51505446434021,-0.006598867367425622
285.10898,sign_11_26,11,0.720068633556366,394,214,19,19,,,,
285.10898,sign_11_26,11,0.720068633556366,,,,,0.0,none,3.487058401107788,-0.027192767478501273
285.388479,sign_11_27,11,0.6840711236000061,395,214,20,20,,,,
